"","**Characteristic**","**TEST_HOSP**"
"6763","ECVM210907321","1 (<0.1%)"
"6764","ECVM210907322","1 (<0.1%)"
"6765","ECVM210907323","1 (<0.1%)"
"6766","ECVM210907324","1 (<0.1%)"
"6767","ECVM210907325","1 (<0.1%)"
"6768","ECVM210907326","1 (<0.1%)"
"6769","ECVM210907327","1 (<0.1%)"
"6770","ECVM210907328","1 (<0.1%)"
"6771","ECVM210907330","1 (<0.1%)"
"6772","ECVM210907331","1 (<0.1%)"
"6773","ECVM210907332","1 (<0.1%)"
"6774","ECVM210907333","1 (<0.1%)"
"6775","ECVM210907334","1 (<0.1%)"
"6776","ECVM210907335","1 (<0.1%)"
"6777","ECVM210907336","1 (<0.1%)"
"6778","ECVM210907339","1 (<0.1%)"
"6779","ECVM210907340","1 (<0.1%)"
"6780","ECVM210907341","1 (<0.1%)"
"6781","ECVM210907342","1 (<0.1%)"
"6782","ECVM210907343","1 (<0.1%)"
"6783","ECVM210907344","1 (<0.1%)"
"6784","ECVM210907345","1 (<0.1%)"
"6785","ECVM210907346","1 (<0.1%)"
"6786","ECVM210907348","1 (<0.1%)"
"6787","ECVM210907349","1 (<0.1%)"
"6788","ECVM210907350","1 (<0.1%)"
"6789","ECVM210907351","1 (<0.1%)"
"6790","ECVM210907352","1 (<0.1%)"
"6791","ECVM210907353","1 (<0.1%)"
"6792","ECVM210907354","1 (<0.1%)"
"6793","ECVM210907355","1 (<0.1%)"
"6794","ECVM210907356","1 (<0.1%)"
"6795","ECVM210907357","1 (<0.1%)"
"6796","ECVM210907358","1 (<0.1%)"
"6797","ECVM210907359","1 (<0.1%)"
"6798","ECVM210907360","1 (<0.1%)"
"6799","ECVM210907361","1 (<0.1%)"
"6800","ECVM210907362","1 (<0.1%)"
"6801","ECVM210907363","1 (<0.1%)"
"6802","ECVM210907364","1 (<0.1%)"
"6803","ECVM210907365","1 (<0.1%)"
"6804","ECVM210907366","1 (<0.1%)"
"6805","ECVM210907368","1 (<0.1%)"
"6806","ECVM210907369","1 (<0.1%)"
"6807","ECVM210907370","1 (<0.1%)"
"6808","ECVM210907371","1 (<0.1%)"
"6809","ECVM210907372","1 (<0.1%)"
"6810","ECVM210907373","1 (<0.1%)"
"6811","ECVM210907374","1 (<0.1%)"
"6812","ECVM210907375","1 (<0.1%)"
"6813","ECVM210907376","1 (<0.1%)"
"6814","ECVM210907377","1 (<0.1%)"
"6815","ECVM210907378","1 (<0.1%)"
"6816","ECVM210907379","1 (<0.1%)"
"6817","ECVM210907380","1 (<0.1%)"
"6818","ECVM210907381","1 (<0.1%)"
"6819","ECVM210907382","1 (<0.1%)"
"6820","ECVM210907383","1 (<0.1%)"
"6821","ECVM210907384","1 (<0.1%)"
"6822","ECVM210907385","1 (<0.1%)"
"6823","ECVM210907386","1 (<0.1%)"
"6824","ECVM210907387","1 (<0.1%)"
"6825","ECVM210907388","1 (<0.1%)"
"6826","ECVM210907389","1 (<0.1%)"
"6827","ECVM210907390","1 (<0.1%)"
"6828","ECVM210907391","1 (<0.1%)"
"6829","ECVM210907392","1 (<0.1%)"
"6830","ECVM210907393","1 (<0.1%)"
"6831","ECVM210907394","1 (<0.1%)"
"6832","ECVM210907395","1 (<0.1%)"
"6833","ECVM210907396","1 (<0.1%)"
"6834","ECVM210907397","1 (<0.1%)"
"6835","ECVM210907398","1 (<0.1%)"
"6836","ECVM210907399","1 (<0.1%)"
"6837","ECVM210907401","1 (<0.1%)"
"6838","ECVM210907402","1 (<0.1%)"
"6839","ECVM210907403","1 (<0.1%)"
"6840","ECVM210907404","1 (<0.1%)"
"6841","ECVM210907405","1 (<0.1%)"
"6842","ECVM210907406","1 (<0.1%)"
"6843","ECVM210907407","1 (<0.1%)"
"6844","ECVM210907408","1 (<0.1%)"
"6845","ECVM210907409","1 (<0.1%)"
"6846","ECVM210907410","1 (<0.1%)"
"6847","ECVM210907411","1 (<0.1%)"
"6848","ECVM210907412","1 (<0.1%)"
"6849","ECVM210907413","1 (<0.1%)"
"6850","ECVM210907414","1 (<0.1%)"
"6851","ECVM210907415","1 (<0.1%)"
"6852","ECVM210907416","1 (<0.1%)"
"6853","ECVM210907417","1 (<0.1%)"
"6854","ECVM210907418","1 (<0.1%)"
"6855","ECVM210907419","1 (<0.1%)"
"6856","ECVM210907420","1 (<0.1%)"
"6857","ECVM210907421","1 (<0.1%)"
"6858","ECVM210907422","1 (<0.1%)"
"6859","ECVM210907423","1 (<0.1%)"
"6860","ECVM210907424","1 (<0.1%)"
"6861","ECVM210907425","1 (<0.1%)"
"6862","ECVM210907426","1 (<0.1%)"
"6863","ECVM210907427","1 (<0.1%)"
"6864","ECVM210907428","1 (<0.1%)"
"6865","ECVM210907429","1 (<0.1%)"
"6866","ECVM210907430","1 (<0.1%)"
"6867","ECVM210907431","1 (<0.1%)"
"6868","ECVM210907432","1 (<0.1%)"
"6869","ECVM210907433","1 (<0.1%)"
"6870","ECVM210907434","1 (<0.1%)"
"6871","ECVM210907436","1 (<0.1%)"
"6872","ECVM210907437","1 (<0.1%)"
"6873","ECVM210907438","1 (<0.1%)"
"6874","ECVM210907439","1 (<0.1%)"
"6875","ECVM210907440","1 (<0.1%)"
"6876","ECVM210907441","1 (<0.1%)"
"6877","ECVM210907442","1 (<0.1%)"
"6878","ECVM210907443","1 (<0.1%)"
"6879","ECVM210907444","1 (<0.1%)"
"6880","ECVM210907445","1 (<0.1%)"
"6881","ECVM210907446","1 (<0.1%)"
"6882","ECVM210907447","1 (<0.1%)"
"6883","ECVM210907449","1 (<0.1%)"
"6884","ECVM210907450","1 (<0.1%)"
"6885","ECVM210907451","1 (<0.1%)"
"6886","ECVM210907452","1 (<0.1%)"
"6887","ECVM210907453","1 (<0.1%)"
"6888","ECVM210907454","1 (<0.1%)"
"6889","ECVM210907456","1 (<0.1%)"
"6890","ECVM210907457","1 (<0.1%)"
"6891","ECVM210907458","1 (<0.1%)"
"6892","ECVM210907460","1 (<0.1%)"
"6893","ECVM210907461","1 (<0.1%)"
"6894","ECVM210907462","1 (<0.1%)"
"6895","ECVM210907463","1 (<0.1%)"
"6896","ECVM210907464","1 (<0.1%)"
"6897","ECVM210907465","1 (<0.1%)"
"6898","ECVM210907466","1 (<0.1%)"
"6899","ECVM210907467","1 (<0.1%)"
"6900","ECVM210907468","1 (<0.1%)"
"6901","ECVM210907469","1 (<0.1%)"
"6902","ECVM210907470","1 (<0.1%)"
"6903","ECVM210907471","1 (<0.1%)"
"6904","ECVM210907472","1 (<0.1%)"
"6905","ECVM210907473","1 (<0.1%)"
"6906","ECVM210907474","1 (<0.1%)"
"6907","ECVM210907475","1 (<0.1%)"
"6908","ECVM210907476","1 (<0.1%)"
"6909","ECVM210907477","1 (<0.1%)"
"6910","ECVM210907478","1 (<0.1%)"
"6911","ECVM210907479","1 (<0.1%)"
"6912","ECVM210907480","1 (<0.1%)"
"6913","ECVM210907481","1 (<0.1%)"
"6914","ECVM210907482","1 (<0.1%)"
"6915","ECVM210907483","1 (<0.1%)"
"6916","ECVM210907484","1 (<0.1%)"
"6917","ECVM210907485","1 (<0.1%)"
"6918","ECVM210907486","1 (<0.1%)"
"6919","ECVM210907487","1 (<0.1%)"
"6920","ECVM210907488","1 (<0.1%)"
"6921","ECVM210907489","1 (<0.1%)"
"6922","ECVM210907490","1 (<0.1%)"
"6923","ECVM210907491","1 (<0.1%)"
"6924","ECVM210907492","1 (<0.1%)"
"6925","ECVM210907493","1 (<0.1%)"
"6926","ECVM210907494","1 (<0.1%)"
"6927","ECVM210907495","1 (<0.1%)"
"6928","ECVM210907496","1 (<0.1%)"
"6929","ECVM210907497","1 (<0.1%)"
"6930","ECVM210907498","1 (<0.1%)"
"6931","ECVM210907499","1 (<0.1%)"
"6932","ECVM210907500","1 (<0.1%)"
"6933","ECVM210907501","1 (<0.1%)"
"6934","ECVM210907502","1 (<0.1%)"
"6935","ECVM210907504","1 (<0.1%)"
"6936","ECVM210907505","1 (<0.1%)"
"6937","ECVM210907506","1 (<0.1%)"
"6938","ECVM210907507","1 (<0.1%)"
"6939","ECVM210907508","1 (<0.1%)"
"6940","ECVM210907509","1 (<0.1%)"
"6941","ECVM210907510","1 (<0.1%)"
"6942","ECVM210907511","1 (<0.1%)"
"6943","ECVM210907512","1 (<0.1%)"
"6944","ECVM210907513","1 (<0.1%)"
"6945","ECVM210907514","1 (<0.1%)"
"6946","ECVM210907515","1 (<0.1%)"
"6947","ECVM210907516","1 (<0.1%)"
"6948","ECVM210907517","1 (<0.1%)"
"6949","ECVM210907518","1 (<0.1%)"
"6950","ECVM210907519","1 (<0.1%)"
"6951","ECVM210907520","1 (<0.1%)"
"6952","ECVM210907521","1 (<0.1%)"
"6953","ECVM210907522","1 (<0.1%)"
"6954","ECVM210907523","1 (<0.1%)"
"6955","ECVM210907526","1 (<0.1%)"
"6956","ECVM210907527","1 (<0.1%)"
"6957","ECVM210907528","1 (<0.1%)"
"6958","ECVM210907529","1 (<0.1%)"
"6959","ECVM210907530","1 (<0.1%)"
"6960","ECVM210907531","1 (<0.1%)"
"6961","ECVM210907532","1 (<0.1%)"
"6962","ECVM210907533","1 (<0.1%)"
"6963","ECVM210907534","1 (<0.1%)"
"6964","ECVM210907535","1 (<0.1%)"
"6965","ECVM210907536","1 (<0.1%)"
"6966","ECVM210907537","1 (<0.1%)"
"6967","ECVM210907538","1 (<0.1%)"
"6968","ECVM210907539","1 (<0.1%)"
"6969","ECVM210907540","1 (<0.1%)"
"6970","ECVM210907541","1 (<0.1%)"
"6971","ECVM210907542","1 (<0.1%)"
"6972","ECVM210907543","1 (<0.1%)"
"6973","ECVM210907545","1 (<0.1%)"
"6974","ECVM210907546","1 (<0.1%)"
"6975","ECVM210907547","1 (<0.1%)"
"6976","ECVM210907548","1 (<0.1%)"
"6977","ECVM210907549","1 (<0.1%)"
"6978","ECVM210907550","1 (<0.1%)"
"6979","ECVM210907551","1 (<0.1%)"
"6980","ECVM210907552","1 (<0.1%)"
"6981","ECVM210907553","1 (<0.1%)"
"6982","ECVM210907554","1 (<0.1%)"
"6983","ECVM210907556","1 (<0.1%)"
"6984","ECVM210907557","1 (<0.1%)"
"6985","ECVM210907558","1 (<0.1%)"
"6986","ECVM210907559","1 (<0.1%)"
"6987","ECVM210907560","1 (<0.1%)"
"6988","ECVM210907561","1 (<0.1%)"
"6989","ECVM210907562","1 (<0.1%)"
"6990","ECVM210907563","1 (<0.1%)"
"6991","ECVM210907564","1 (<0.1%)"
"6992","ECVM210907565","1 (<0.1%)"
"6993","ECVM210907566","1 (<0.1%)"
"6994","ECVM210907567","1 (<0.1%)"
"6995","ECVM210907568","1 (<0.1%)"
"6996","ECVM210907569","1 (<0.1%)"
"6997","ECVM210907570","1 (<0.1%)"
"6998","ECVM210907571","1 (<0.1%)"
"6999","ECVM210907572","1 (<0.1%)"
"7000","ECVM210907573","1 (<0.1%)"
"7001","ECVM210907574","1 (<0.1%)"
"7002","ECVM210907576","1 (<0.1%)"
"7003","ECVM210907577","1 (<0.1%)"
"7004","ECVM210907578","1 (<0.1%)"
"7005","ECVM210907579","1 (<0.1%)"
"7006","ECVM210907580","1 (<0.1%)"
"7007","ECVM210907581","1 (<0.1%)"
"7008","ECVM210907582","1 (<0.1%)"
"7009","ECVM210907583","1 (<0.1%)"
"7010","ECVM210907584","1 (<0.1%)"
"7011","ECVM210907585","1 (<0.1%)"
"7012","ECVM210907586","1 (<0.1%)"
"7013","ECVM210907587","1 (<0.1%)"
"7014","ECVM210907588","1 (<0.1%)"
"7015","ECVM210907589","1 (<0.1%)"
"7016","ECVM210907590","1 (<0.1%)"
"7017","ECVM210907591","1 (<0.1%)"
"7018","ECVM210907592","1 (<0.1%)"
"7019","ECVM210907594","1 (<0.1%)"
"7020","ECVM210907595","1 (<0.1%)"
"7021","ECVM210907596","1 (<0.1%)"
"7022","ECVM210907597","1 (<0.1%)"
"7023","ECVM210907598","1 (<0.1%)"
"7024","ECVM210907599","1 (<0.1%)"
"7025","ECVM210907600","1 (<0.1%)"
"7026","ECVM210907601","1 (<0.1%)"
"7027","ECVM210907602","1 (<0.1%)"
"7028","ECVM210907603","1 (<0.1%)"
"7029","ECVM210907604","1 (<0.1%)"
"7030","ECVM210907605","1 (<0.1%)"
"7031","ECVM210907606","1 (<0.1%)"
"7032","ECVM210907607","1 (<0.1%)"
"7033","ECVM210907608","1 (<0.1%)"
"7034","ECVM210907609","1 (<0.1%)"
"7035","ECVM210907610","1 (<0.1%)"
"7036","ECVM210907611","1 (<0.1%)"
"7037","ECVM210907612","1 (<0.1%)"
"7038","ECVM210907613","1 (<0.1%)"
"7039","ECVM210907615","1 (<0.1%)"
"7040","ECVM210907616","1 (<0.1%)"
"7041","ECVM210907617","1 (<0.1%)"
"7042","ECVM210907618","1 (<0.1%)"
"7043","ECVM210907619","1 (<0.1%)"
"7044","ECVM210907622","1 (<0.1%)"
"7045","ECVM210907624","1 (<0.1%)"
"7046","ECVM210907625","1 (<0.1%)"
"7047","ECVM210907626","1 (<0.1%)"
"7048","ECVM210907627","1 (<0.1%)"
"7049","ECVM210907628","1 (<0.1%)"
"7050","ECVM210907629","1 (<0.1%)"
"7051","ECVM210907630","1 (<0.1%)"
"7052","ECVM210907631","1 (<0.1%)"
"7053","ECVM210907632","1 (<0.1%)"
"7054","ECVM210907633","1 (<0.1%)"
"7055","ECVM210907634","1 (<0.1%)"
"7056","ECVM210907635","1 (<0.1%)"
"7057","ECVM210907636","1 (<0.1%)"
"7058","ECVM210907637","1 (<0.1%)"
"7059","ECVM210907638","1 (<0.1%)"
"7060","ECVM210907639","1 (<0.1%)"
"7061","ECVM210907640","1 (<0.1%)"
"7062","ECVM210907641","1 (<0.1%)"
"7063","ECVM210907642","1 (<0.1%)"
"7064","ECVM210907643","1 (<0.1%)"
"7065","ECVM210907644","1 (<0.1%)"
"7066","ECVM210907645","1 (<0.1%)"
"7067","ECVM210907646","1 (<0.1%)"
"7068","ECVM210907647","1 (<0.1%)"
"7069","ECVM210907648","1 (<0.1%)"
"7070","ECVM210907649","1 (<0.1%)"
"7071","ECVM210907650","1 (<0.1%)"
"7072","ECVM210907652","1 (<0.1%)"
"7073","ECVM210907653","1 (<0.1%)"
"7074","ECVM210907654","1 (<0.1%)"
"7075","ECVM210907655","1 (<0.1%)"
"7076","ECVM210907657","1 (<0.1%)"
"7077","ECVM210907658","1 (<0.1%)"
"7078","ECVM210907659","1 (<0.1%)"
"7079","ECVM210907660","1 (<0.1%)"
"7080","ECVM210907661","1 (<0.1%)"
"7081","ECVM210907662","1 (<0.1%)"
"7082","ECVM210907663","1 (<0.1%)"
"7083","ECVM210907664","1 (<0.1%)"
"7084","ECVM210907665","1 (<0.1%)"
"7085","ECVM210907666","1 (<0.1%)"
"7086","ECVM210907667","1 (<0.1%)"
"7087","ECVM210907668","1 (<0.1%)"
"7088","ECVM210907669","1 (<0.1%)"
"7089","ECVM210907670","1 (<0.1%)"
"7090","ECVM210907671","1 (<0.1%)"
"7091","ECVM210907672","1 (<0.1%)"
"7092","ECVM210907673","1 (<0.1%)"
"7093","ECVM210907674","1 (<0.1%)"
"7094","ECVM210907675","1 (<0.1%)"
"7095","ECVM210907676","1 (<0.1%)"
"7096","ECVM210907677","1 (<0.1%)"
"7097","ECVM210907678","1 (<0.1%)"
"7098","ECVM210907679","1 (<0.1%)"
"7099","ECVM210907680","1 (<0.1%)"
"7100","ECVM210907681","1 (<0.1%)"
"7101","ECVM210907682","1 (<0.1%)"
"7102","ECVM210907683","1 (<0.1%)"
"7103","ECVM210907684","1 (<0.1%)"
"7104","ECVM210907685","1 (<0.1%)"
"7105","ECVM210907686","1 (<0.1%)"
"7106","ECVM210907687","1 (<0.1%)"
"7107","ECVM210907688","1 (<0.1%)"
"7108","ECVM210907689","1 (<0.1%)"
"7109","ECVM210907690","1 (<0.1%)"
"7110","ECVM210907691","1 (<0.1%)"
"7111","ECVM210907692","1 (<0.1%)"
"7112","ECVM210907693","1 (<0.1%)"
"7113","ECVM210907694","1 (<0.1%)"
"7114","ECVM210907696","1 (<0.1%)"
"7115","ECVM210907698","1 (<0.1%)"
"7116","ECVM210907700","1 (<0.1%)"
"7117","ECVM210907701","1 (<0.1%)"
"7118","ECVM210907702","1 (<0.1%)"
"7119","ECVM210907703","1 (<0.1%)"
"7120","ECVM210907704","1 (<0.1%)"
"7121","ECVM210907705","1 (<0.1%)"
"7122","ECVM210907706","1 (<0.1%)"
"7123","ECVM210907707","1 (<0.1%)"
"7124","ECVM210907708","1 (<0.1%)"
"7125","ECVM210907709","1 (<0.1%)"
"7126","ECVM210907710","1 (<0.1%)"
"7127","ECVM210907711","1 (<0.1%)"
"7128","ECVM210907712","1 (<0.1%)"
"7129","ECVM210907713","1 (<0.1%)"
"7130","ECVM210907714","1 (<0.1%)"
"7131","ECVM210907715","1 (<0.1%)"
"7132","ECVM210907716","1 (<0.1%)"
"7133","ECVM210907717","1 (<0.1%)"
"7134","ECVM210907718","1 (<0.1%)"
"7135","ECVM210907719","1 (<0.1%)"
"7136","ECVM210907720","1 (<0.1%)"
"7137","ECVM210907721","1 (<0.1%)"
"7138","ECVM210907722","1 (<0.1%)"
"7139","ECVM210907723","1 (<0.1%)"
"7140","ECVM210907724","1 (<0.1%)"
"7141","ECVM210907725","1 (<0.1%)"
"7142","ECVM210907726","1 (<0.1%)"
"7143","ECVM210907728","1 (<0.1%)"
"7144","ECVM210907729","1 (<0.1%)"
"7145","ECVM210907730","1 (<0.1%)"
"7146","ECVM210907731","1 (<0.1%)"
"7147","ECVM210907732","1 (<0.1%)"
"7148","ECVM210907733","1 (<0.1%)"
"7149","ECVM210907734","1 (<0.1%)"
"7150","ECVM210907735","1 (<0.1%)"
"7151","ECVM210907736","1 (<0.1%)"
"7152","ECVM210907737","1 (<0.1%)"
"7153","ECVM210907740","1 (<0.1%)"
"7154","ECVM210907741","1 (<0.1%)"
"7155","ECVM210907743","1 (<0.1%)"
"7156","ECVM210907744","1 (<0.1%)"
"7157","ECVM210907745","1 (<0.1%)"
"7158","ECVM210907746","1 (<0.1%)"
"7159","ECVM210907747","1 (<0.1%)"
"7160","ECVM210907748","1 (<0.1%)"
"7161","ECVM210907749","1 (<0.1%)"
"7162","ECVM210907750","1 (<0.1%)"
"7163","ECVM210907751","1 (<0.1%)"
"7164","ECVM210907752","1 (<0.1%)"
"7165","ECVM210907753","1 (<0.1%)"
"7166","ECVM210907754","1 (<0.1%)"
"7167","ECVM210907755","1 (<0.1%)"
"7168","ECVM210907756","1 (<0.1%)"
"7169","ECVM210907757","1 (<0.1%)"
"7170","ECVM210907758","1 (<0.1%)"
"7171","ECVM210907759","1 (<0.1%)"
"7172","ECVM210907760","1 (<0.1%)"
"7173","ECVM210907761","1 (<0.1%)"
"7174","ECVM210907762","1 (<0.1%)"
"7175","ECVM210907763","1 (<0.1%)"
"7176","ECVM210907764","1 (<0.1%)"
"7177","ECVM210907765","1 (<0.1%)"
"7178","ECVM210907766","1 (<0.1%)"
"7179","ECVM210907767","1 (<0.1%)"
"7180","ECVM210907768","1 (<0.1%)"
"7181","ECVM210907769","1 (<0.1%)"
"7182","ECVM210907771","1 (<0.1%)"
"7183","ECVM210907772","1 (<0.1%)"
"7184","ECVM210907773","1 (<0.1%)"
"7185","ECVM210907774","1 (<0.1%)"
"7186","ECVM210907775","1 (<0.1%)"
"7187","ECVM210907776","1 (<0.1%)"
"7188","ECVM210907777","1 (<0.1%)"
"7189","ECVM210907778","1 (<0.1%)"
"7190","ECVM210907779","1 (<0.1%)"
"7191","ECVM210907780","1 (<0.1%)"
"7192","ECVM210907781","1 (<0.1%)"
"7193","ECVM210907782","1 (<0.1%)"
"7194","ECVM210907783","1 (<0.1%)"
"7195","ECVM210907784","1 (<0.1%)"
"7196","ECVM210907785","1 (<0.1%)"
"7197","ECVM210907786","1 (<0.1%)"
"7198","ECVM210907788","1 (<0.1%)"
"7199","ECVM210907789","1 (<0.1%)"
"7200","ECVM210907790","1 (<0.1%)"
"7201","ECVM210907792","1 (<0.1%)"
"7202","ECVM210907793","1 (<0.1%)"
"7203","ECVM210907794","1 (<0.1%)"
"7204","ECVM210907795","1 (<0.1%)"
"7205","ECVM210907796","1 (<0.1%)"
"7206","ECVM210907797","1 (<0.1%)"
"7207","ECVM210907798","1 (<0.1%)"
"7208","ECVM210907799","1 (<0.1%)"
"7209","ECVM210907800","1 (<0.1%)"
"7210","ECVM210907801","1 (<0.1%)"
"7211","ECVM210907802","1 (<0.1%)"
"7212","ECVM210907803","1 (<0.1%)"
"7213","ECVM210907804","1 (<0.1%)"
"7214","ECVM210907805","1 (<0.1%)"
"7215","ECVM210907806","1 (<0.1%)"
"7216","ECVM210907807","1 (<0.1%)"
"7217","ECVM210907808","1 (<0.1%)"
"7218","ECVM210907809","1 (<0.1%)"
"7219","ECVM210907810","1 (<0.1%)"
"7220","ECVM210907811","1 (<0.1%)"
"7221","ECVM210907812","1 (<0.1%)"
"7222","ECVM210907813","1 (<0.1%)"
"7223","ECVM210907814","1 (<0.1%)"
"7224","ECVM210907815","1 (<0.1%)"
"7225","ECVM210907816","1 (<0.1%)"
"7226","ECVM210907817","1 (<0.1%)"
"7227","ECVM210907818","1 (<0.1%)"
"7228","ECVM210907819","1 (<0.1%)"
"7229","ECVM210907820","1 (<0.1%)"
"7230","ECVM210907821","1 (<0.1%)"
"7231","ECVM210907822","1 (<0.1%)"
"7232","ECVM210907823","1 (<0.1%)"
"7233","ECVM210907824","1 (<0.1%)"
"7234","ECVM210907825","1 (<0.1%)"
"7235","ECVM210907826","1 (<0.1%)"
"7236","ECVM210907827","1 (<0.1%)"
"7237","ECVM210907829","1 (<0.1%)"
"7238","ECVM210907830","1 (<0.1%)"
"7239","ECVM210907831","1 (<0.1%)"
"7240","ECVM210907832","1 (<0.1%)"
"7241","ECVM210907834","1 (<0.1%)"
"7242","ECVM210907835","1 (<0.1%)"
"7243","ECVM210907836","1 (<0.1%)"
"7244","ECVM210907837","1 (<0.1%)"
"7245","ECVM210907838","1 (<0.1%)"
"7246","ECVM210907839","1 (<0.1%)"
"7247","ECVM210907840","1 (<0.1%)"
"7248","ECVM210907841","1 (<0.1%)"
"7249","ECVM210907843","1 (<0.1%)"
"7250","ECVM210907844","1 (<0.1%)"
"7251","ECVM210907845","1 (<0.1%)"
"7252","ECVM210907846","1 (<0.1%)"
"7253","ECVM210907847","1 (<0.1%)"
"7254","ECVM210907848","1 (<0.1%)"
"7255","ECVM210907849","1 (<0.1%)"
"7256","ECVM210907850","1 (<0.1%)"
"7257","ECVM210907851","1 (<0.1%)"
"7258","ECVM210907852","1 (<0.1%)"
"7259","ECVM210907853","1 (<0.1%)"
"7260","ECVM210907854","1 (<0.1%)"
"7261","ECVM210907855","1 (<0.1%)"
"7262","ECVM210907856","1 (<0.1%)"
"7263","ECVM210907857","1 (<0.1%)"
"7264","ECVM210907858","1 (<0.1%)"
"7265","ECVM210907859","1 (<0.1%)"
"7266","ECVM210907860","1 (<0.1%)"
"7267","ECVM210907861","1 (<0.1%)"
"7268","ECVM210907863","1 (<0.1%)"
"7269","ECVM210907864","1 (<0.1%)"
"7270","ECVM210907865","1 (<0.1%)"
"7271","ECVM210907866","1 (<0.1%)"
"7272","ECVM210907867","1 (<0.1%)"
"7273","ECVM210907868","1 (<0.1%)"
"7274","ECVM210907869","1 (<0.1%)"
"7275","ECVM210907870","1 (<0.1%)"
"7276","ECVM210907871","1 (<0.1%)"
"7277","ECVM210907872","1 (<0.1%)"
"7278","ECVM210907873","1 (<0.1%)"
"7279","ECVM210907874","1 (<0.1%)"
"7280","ECVM210907875","1 (<0.1%)"
"7281","ECVM210907876","1 (<0.1%)"
"7282","ECVM210907877","1 (<0.1%)"
"7283","ECVM210907878","1 (<0.1%)"
"7284","ECVM210907879","1 (<0.1%)"
"7285","ECVM210907880","1 (<0.1%)"
"7286","ECVM210907881","1 (<0.1%)"
"7287","ECVM210907882","1 (<0.1%)"
"7288","ECVM210907883","1 (<0.1%)"
"7289","ECVM210907884","1 (<0.1%)"
"7290","ECVM210907885","1 (<0.1%)"
"7291","ECVM210907886","1 (<0.1%)"
"7292","ECVM210907888","1 (<0.1%)"
"7293","ECVM210907889","1 (<0.1%)"
"7294","ECVM210907890","1 (<0.1%)"
"7295","ECVM210907891","1 (<0.1%)"
"7296","ECVM210907892","1 (<0.1%)"
"7297","ECVM210907893","1 (<0.1%)"
"7298","ECVM210907894","1 (<0.1%)"
"7299","ECVM210907895","1 (<0.1%)"
"7300","ECVM210907896","1 (<0.1%)"
"7301","ECVM210907897","1 (<0.1%)"
"7302","ECVM210907898","1 (<0.1%)"
"7303","ECVM210907900","1 (<0.1%)"
"7304","ECVM210907901","1 (<0.1%)"
"7305","ECVM210907903","1 (<0.1%)"
"7306","ECVM210907904","1 (<0.1%)"
"7307","ECVM210907905","1 (<0.1%)"
"7308","ECVM210907906","1 (<0.1%)"
"7309","ECVM210907907","1 (<0.1%)"
"7310","ECVM210907908","1 (<0.1%)"
"7311","ECVM210907909","1 (<0.1%)"
"7312","ECVM210907910","1 (<0.1%)"
"7313","ECVM210907911","1 (<0.1%)"
"7314","ECVM210907912","1 (<0.1%)"
"7315","ECVM210907913","1 (<0.1%)"
"7316","ECVM210907914","1 (<0.1%)"
"7317","ECVM210907915","1 (<0.1%)"
"7318","ECVM210907916","1 (<0.1%)"
"7319","ECVM210907917","1 (<0.1%)"
"7320","ECVM210907918","1 (<0.1%)"
"7321","ECVM210907919","1 (<0.1%)"
"7322","ECVM210907920","1 (<0.1%)"
"7323","ECVM210907921","1 (<0.1%)"
"7324","ECVM210907922","1 (<0.1%)"
"7325","ECVM210907923","1 (<0.1%)"
"7326","ECVM210907924","1 (<0.1%)"
"7327","ECVM210907925","1 (<0.1%)"
"7328","ECVM210907926","1 (<0.1%)"
"7329","ECVM210907927","1 (<0.1%)"
"7330","ECVM210907928","1 (<0.1%)"
"7331","ECVM210907930","1 (<0.1%)"
"7332","ECVM210907932","1 (<0.1%)"
"7333","ECVM210907933","1 (<0.1%)"
"7334","ECVM210907934","1 (<0.1%)"
"7335","ECVM210907935","1 (<0.1%)"
"7336","ECVM210907937","1 (<0.1%)"
"7337","ECVM210907939","1 (<0.1%)"
"7338","ECVM210907941","1 (<0.1%)"
"7339","ECVM210907942","1 (<0.1%)"
"7340","ECVM210907944","1 (<0.1%)"
"7341","ECVM210907946","1 (<0.1%)"
"7342","ECVM210907947","1 (<0.1%)"
"7343","ECVM210907948","1 (<0.1%)"
"7344","ECVM210907949","1 (<0.1%)"
"7345","ECVM210907950","1 (<0.1%)"
"7346","ECVM210907951","1 (<0.1%)"
"7347","ECVM210907952","1 (<0.1%)"
"7348","ECVM210907953","1 (<0.1%)"
"7349","ECVM210907954","1 (<0.1%)"
"7350","ECVM210907955","1 (<0.1%)"
"7351","ECVM210907956","1 (<0.1%)"
"7352","ECVM210907957","1 (<0.1%)"
"7353","ECVM210907958","1 (<0.1%)"
"7354","ECVM210907959","1 (<0.1%)"
"7355","ECVM210907960","1 (<0.1%)"
"7356","ECVM210907961","1 (<0.1%)"
"7357","ECVM210907962","1 (<0.1%)"
"7358","ECVM210907963","1 (<0.1%)"
"7359","ECVM210907964","1 (<0.1%)"
"7360","ECVM210907965","1 (<0.1%)"
"7361","ECVM210907966","1 (<0.1%)"
"7362","ECVM210907967","1 (<0.1%)"
"7363","ECVM210907968","1 (<0.1%)"
"7364","ECVM210907969","1 (<0.1%)"
"7365","ECVM210907971","1 (<0.1%)"
"7366","ECVM210907972","1 (<0.1%)"
"7367","ECVM210907973","1 (<0.1%)"
"7368","ECVM210907974","1 (<0.1%)"
"7369","ECVM210907975","1 (<0.1%)"
